CO,ANTIOQUIA,ANGOSTURA,LA QUIEBRITA,5038021
CO,ANTIOQUIA,ANGOSTURA,LA QUINTA,5038022
CO,ANTIOQUIA,ANGOSTURA,LLANOS DE CUIVA,5038023
CO,ANTIOQUIA,ANGOSTURA,LOS PANTANOS,5038024
CO,ANTIOQUIA,ANGOSTURA,LOS PINOS,5038025
CO,ANTIOQUIA,ANGOSTURA,MALDONADO,5038026
CO,ANTIOQUIA,ANGOSTURA,MANZANILLO,5038027
CO,ANTIOQUIA,ANGOSTURA,MATA BLANCO,5038028
CO,ANTIOQUIA,ANGOSTURA,MONTAÑITA,5038029
CO,ANTIOQUIA,ANGOSTURA,MORELIA,5038030
CO,ANTIOQUIA,ANGOSTURA,ORIENTE,5038031
CO,ANTIOQUIA,ANGOSTURA,PACORA,5038032
CO,ANTIOQUIA,ANGOSTURA,PAJARITO ABAJO,5038033
CO,ANTIOQUIA,ANGOSTURA,PAJARITO ARRIBA,5038034
CO,ANTIOQUIA,ANGOSTURA,PALMA,5038035
CO,ANTIOQUIA,ANGOSTURA,QUIEBRA ABAJO,5038036
CO,ANTIOQUIA,ANGOSTURA,QUIEBRA ARRIBA,5038037
CO,ANTIOQUIA,ANGOSTURA,RIO ARRIBA,5038038
CO,ANTIOQUIA,ANGOSTURA,SAN ALEJANDRO,5038039
CO,ANTIOQUIA,ANGOSTURA,SAN ANTONIO,5038040
CO,ANTIOQUIA,ANGOSTURA,SANTA ANA,5038041
CO,ANTIOQUIA,ANGOSTURA,SANTA RITA,5038042
CO,ANTIOQUIA,ANGOSTURA,SANTA TERESA,5038043
CO,ANTIOQUIA,ANGOSTURA,TENCHE ALGODON,5038044
CO,ANTIOQUIA,ANGOSTURA,TENCHE VIEJO,5038045
CO,ANTIOQUIA,ANGOSTURA,TENCHE VIEJO,5038046
CO,ANTIOQUIA,ANGOSTURA,TRINIDAD,5038047
CO,ANTIOQUIA,ANORÍ,BELLAVISTA,5040001
CO,ANTIOQUIA,ANORÍ,BOLÍVAR,5040002
CO,ANTIOQUIA,ANORÍ,BRISAS DEL NECHI,5040003
CO,ANTIOQUIA,ANORÍ,CARMÍN,5040004
CO,ANTIOQUIA,ANORÍ,CHAGUALITO,5040005
CO,ANTIOQUIA,ANORÍ,CHAGUALO ABAJO,5040006
CO,ANTIOQUIA,ANORÍ,CHAGUALO ARRIBA,5040007
CO,ANTIOQUIA,ANORÍ,CONCHA ABAJO,5040008
CO,ANTIOQUIA,ANORÍ,CONCHA ARRIBA,5040009
CO,ANTIOQUIA,ANORÍ,CONCHA MEDIA,5040010
CO,ANTIOQUIA,ANORÍ,CRUCES,5040011
CO,ANTIOQUIA,ANORÍ,EL BANCO,5040012
CO,ANTIOQUIA,ANORÍ,EL CARMÉN,5040013
CO,ANTIOQUIA,ANORÍ,EL LIMÓN,5040014
CO,ANTIOQUIA,ANORÍ,EL RETIRO,5040015
CO,ANTIOQUIA,ANORÍ,EL ROBLE,5040016
CO,ANTIOQUIA,ANORÍ,EL ZAFIRO,5040017
CO,ANTIOQUIA,ANORÍ,LA CASITA,5040018
CO,ANTIOQUIA,ANORÍ,LA CRISTALINA,5040019
CO,ANTIOQUIA,ANORÍ,LA ESPERANZA,5040020
CO,ANTIOQUIA,ANORÍ,LA FATIMA,5040021
CO,ANTIOQUIA,ANORÍ,LA GUYANA,5040022
CO,ANTIOQUIA,ANORÍ,LA MESETA,5040023
CO,ANTIOQUIA,ANORÍ,LA PLANCHA,5040025
CO,ANTIOQUIA,ANORÍ,LA PRIMAVERA,5040026
CO,ANTIOQUIA,ANORÍ,LA SOLEDAD,5040027
CO,ANTIOQUIA,ANORÍ,LA TERESITA,5040028
CO,ANTIOQUIA,ANORÍ,LA TRINIDAD,5040029
CO,ANTIOQUIA,ANORÍ,LAS ANIMAS,5040030
CO,ANTIOQUIA,ANORÍ,LAS LOMITAS,5040031
CO,ANTIOQUIA,ANORÍ,LAS NIEVES,5040032
CO,ANTIOQUIA,ANORÍ,LEVERIA,5040033
CO,ANTIOQUIA,ANORÍ,LOS TROZOS,5040034
CO,ANTIOQUIA,ANORÍ,MADRESECA,5040035
CO,ANTIOQUIA,ANORÍ,MEDIAS FALDAS,5040036
CO,ANTIOQUIA,ANORÍ,MIRAFLORES,5040037
